brand	condition	link	title	description	expiration_date	price	image_link	product_type	id
North Sails		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=103	NS Trucker Cap ´08	NS Trucker Cap &acute;08	2008-10-25	22.97	http://www.hillsurf.ch/images/08-NS-Trucker-Cap.gif	Surf Fashion, North Sails	103 
North Sails		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=104	NS Frisbee ´07	NS Frisbee &acute;07	2008-10-25	22.97	http://www.hillsurf.ch/images/08 NS Frisbee.jpg	Surf Fashion, North Sails	104 
North Sails		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=105	NS Logo Belt ´08	NS Logo Belt &acute;08	2008-10-25	41.10	http://www.hillsurf.ch/images/08-NS-Logo-Belt.gif	Surf Fashion, North Sails	105 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=110	Red Bull Storm Chase- DVD	&nbsp;   Hamburg, 3.&nbsp; Dezember 2006. Das Werk ist vollbracht! In der Schmiede von Big Sexy Pictures ist eine der aufw&auml;ndigsten Windsurf Dokumentationen entstanden. Mehr als 130 Stunden st&uuml;rmischstes Filmmaterial wanderte &uuml;ber die Monitore im Schneideraum.   Am 20. Dezember - noch vor Weihnachten &ndash; wird die Red Bull Storm Chase DVD auf den Markt kommen.&nbsp;    &nbsp;   Mehr als 50 Kameras waren im Einsatz, um die spektakul&auml;re Windsurf-Action am Limit festzuhalten. Der Film begleitet die Sturmj&auml;ger auf ihrer Mission den perfekten Spot in ihrem Land zu finden. Heftigster Sturm in Orkanst&auml;rke mit bis zu 156 km/h fegte &uuml;ber Norddeutschland und weite Teile Nordeuropas - die 24 Red Bull Storm Chaser in 9 L&auml;nder machten sich auf, den brachialsten Sturm des Jahres zu jagen! Dieser Film zeigt in faszinierender Art und Weise die Leidenschaft eines jeden Windsurfers f&uuml;r seinen Sport. Er zeigt wie radikal und extrem Windsurfen sein kann.&nbsp;   Ein Sturm, 9 L&auml;nder, 24 Sturmj&auml;ger- bist du bereit?   &nbsp;    Inhalt:    Hauptfilm: &nbsp; &nbsp; &nbsp; &nbsp; 50 Minuten&nbsp;   Bonus Part:   60 Minuten &ndash; zus&auml;tzliche Storm Chase Spots, alternative Spots, Making Of, Dia&nbsp;   &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Show, Musik Bereich und vieles mehr!&nbsp;   DVD Format:   16:9 PAL oder NTSC   DVD Cover:&nbsp;   hochwertiges 6-Seiten DVD&ndash; Pack   DVD Booklet:  Die besten Shots und zus&auml;tzliche Event Infos auf 24 Seiten!        &nbsp;	2008-10-25	23.87	http://www.hillsurf.ch/images/dvd-box-aufweiss_hg.gif	Surf DVD	110 
Neilpryde		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=111	MEN SHORTS Classic	Neilpryde Men Shorts&nbsp; Classic	2008-10-25	59.84	http://www.hillsurf.ch/images/NPClassic177021.JPG	Surf Fashion, Neilpryde	111 
Neilpryde		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=112	MEN S/S POLO SHIRTS Indi Polo	MEN S/S POLO SHIRTS&nbsp; Indi Polo	2008-10-25	59.84	http://www.hillsurf.ch/images/NPIndiPolo177033.JPG	Surf Fashion, Neilpryde	112 
Neilpryde		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=113	MEN L/S LIGHT SWEAT Letters	&nbsp;  MEN L/S LIGHT SWEAT&nbsp; Letters	2008-10-25	35.66	http://www.hillsurf.ch/images/NPLetters177009.JPG	Surf Fashion, Neilpryde	113 
Neilpryde		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=114	WOMEN TOPS Tropical - Neck Holder Top	WOMEN TOPS Tropical - Neck Holder Top	2008-10-25	29.62	http://www.hillsurf.ch/images/NPTropical177016_2.JPG	Surf Fashion, Neilpryde	114 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=115	MEN SHORTS Workers	MEN SHORTS Workers	2008-10-25	71.92	http://www.hillsurf.ch/images/NPWorkers177022.JPG	Surf Fashion, Neilpryde	115 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=116	MEN L/S POLO SHIRTS Polo Classic	MEN L/S POLO SHIRTS Polo Classic	2008-10-25	65.88	http://www.hillsurf.ch/images/PoloClassic177032.JPG	Surf Fashion, Neilpryde	116 
Neilpryde		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=117	MEN S/S POLO SHIRTS Bar Polo	MEN S/S POLO SHIRTS Bar Polo	2008-10-25	53.79	http://www.hillsurf.ch/images/NPBarPolo177034.JPG	Surf Fashion, Neilpryde	117 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=118	The Wave - Waveboard (schwarz/weiss)	Streetsurfen&nbsp;auf&nbsp;dem&nbsp;Asphalt.&nbsp; Das&nbsp;Waveboard&nbsp;machts&nbsp;m&ouml;glich!   Concave&nbsp;Plattformen&nbsp;die&nbsp;auf Deinen&nbsp;Fuss&nbsp;angepasst&nbsp;sind  -&nbsp;Grip&nbsp;Streifen&nbsp;f&uuml;r&nbsp;extra&nbsp;Halt -&nbsp;Curved&nbsp;Tail&nbsp;und&nbsp;Nose -&nbsp;inkl.&nbsp;Laufrollen,&nbsp;die&nbsp;sich&nbsp;360&nbsp;Grad&nbsp;drehen -&nbsp;Heavy&nbsp;Duty&nbsp;Federstange&nbsp;erm&ouml;glicht&nbsp;den&nbsp;Speed -&nbsp;Inline&nbsp;Skate&nbsp;Rollen&nbsp;austauschbar  &nbsp;  Weitere Farben auf Anfrage erh&auml;ltlich info(at)soulrider.com&nbsp;	2008-10-25	114.23	http://www.hillsurf.ch/images/Checker407.jpg	Skateboards, Streetsurfing	118 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=119	The Wave - Waveboard (rot/silber)	Streetsurfen auf dem Asphalt.   &nbsp;          Das Waveboard machts m&ouml;glich!       - Concave Plattformen, die auf &nbsp; Deinen Fuss angepasst sind - Grip Streifen f&uuml;r extra Halt - Curved Tail und Nose - inkl. Laufrollen, die sich 360 Grad drehen - Heavy Duty Federstange erm&ouml;glicht den Speed - Inline Skate Rollen austauschbar	2008-10-25	114.23	http://www.hillsurf.ch/images/RedGrey407.jpg	Skateboards, Streetsurfing	119 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=120	(NEW) The Wave - Waveboard Sketchy 	Streetsurfen&nbsp;auf&nbsp;dem&nbsp;Asphalt.&nbsp; Das&nbsp;Waveboard&nbsp;machts&nbsp;m&ouml;glich!   Concave&nbsp;Plattformen&nbsp;die&nbsp;auf Deinen&nbsp;Fuss&nbsp;angepasst&nbsp;sind      - Grip-tape deckplates  - news &quot;Street Tech wheels  - ABEC 7 bearing   &nbsp;    -&nbsp;Curved&nbsp;Tail&nbsp;und&nbsp;Nose -&nbsp;inkl.&nbsp;Laufrollen,&nbsp;die&nbsp;sich&nbsp;360&nbsp;Grad&nbsp;drehen -&nbsp;Heavy&nbsp;Duty&nbsp;Federstange&nbsp;erm&ouml;glicht&nbsp;den&nbsp;Speed -&nbsp;Inline&nbsp;Skate&nbsp;Rollen&nbsp;austauschbar  &nbsp;  Weitere Farben auf Anfrage erh&auml;ltlich info(at)soulrider.com&nbsp;	2008-10-25	120.28	http://www.hillsurf.ch/images/skteth11.gif	Skateboards, Streetsurfing	120 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=121	Soulrider Lady Shirt "Hibiskus" Farbe pastellblau	Soulrider&nbsp;Shirt&nbsp;&quot;&nbsp;Hibiskus&nbsp;&quot; F   arbe pastellblau       Damenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom Lady&nbsp;fit&nbsp;Crew&nbsp;Neck&nbsp;T,&nbsp;bedruckt&nbsp;in&nbsp;weiss&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;Hibiskus&quot;&nbsp;und auf&nbsp;dem&nbsp;R&uuml;cken&nbsp;&quot;Soulrider&quot;   Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen .     Gr&ouml;sse&nbsp; S&nbsp; nicht vorhanden da sie sehr klein geschnitten sind. &nbsp;	2008-10-25	17.53	http://www.hillsurf.ch/images/HIBISKUS-BLUE.jpg	Surf Fashion, Soulrider T-Shirts	121 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=122	Soulrider Shirt "My Sport" Farbe graphit	&nbsp;    Soulrider&nbsp;Shirt&nbsp;&quot;&nbsp;My&nbsp;Sport&nbsp;&quot;&nbsp;    Farbe graphit       Herrenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom  &nbsp; Farbe   Valueweight,&nbsp;bedruckt&nbsp;in&nbsp;der&nbsp;Front&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;My&nbsp;Sport&quot;&nbsp;und&nbsp;auf dem&nbsp;R&uuml;cken&nbsp;an&nbsp;der&nbsp;Naht&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;soulrider&quot;&nbsp;in&nbsp;weiss&quot;   Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen . &nbsp;&nbsp;&nbsp;	2008-10-25	20.55	http://www.hillsurf.ch/images/MYSPORT-ANTRAZIT.jpg	Surf Fashion, Soulrider T-Shirts	122 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=123	Soulrider Shirt: Kill for Surf - Farbe schwarz	Soulrider&nbsp;Shirt&nbsp;&quot; Kill for Surf &quot;&nbsp;  Farbe schwarz      Herrenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom&nbsp; Valueweight,&nbsp;bedruckt&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;in&nbsp;weiss/schwarz&nbsp;&quot;Kill&nbsp;for&nbsp;Surf&quot; und&nbsp;auf&nbsp;dem&nbsp;R&uuml;cken&nbsp;in&nbsp;weiss/schwarz&nbsp;an&nbsp;der&nbsp;Naht&nbsp;&quot;Soulrider&quot;   Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen . &nbsp;	2008-10-25	17.53	http://www.hillsurf.ch/images/KILL_FOR_SURF-BLACK.jpg	Surf Fashion, Soulrider T-Shirts	123 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=124	Soulrider Shirt "I am a soulrider" Farbe oliv	Soulrider&nbsp;Shirt&nbsp;&quot; I am a soulrider &nbsp;&quot; Farbe oliv   Herrenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom&nbsp; Valueweight,&nbsp;bedruckt&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;I&nbsp;am&nbsp;a&nbsp;soulrider&quot;&nbsp;auf&nbsp;der&nbsp;Front und&nbsp;auf&nbsp;dem&nbsp;R&uuml;cken&nbsp;an&nbsp;der&nbsp;Naht&nbsp;in&nbsp;weiss&nbsp;&quot;Soulrider&quot;      Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen .    &nbsp;&nbsp;&nbsp;&nbsp;	2008-10-25	20.55	http://www.hillsurf.ch/images/IAMASR-OLIV.jpg	Surf Fashion, Soulrider T-Shirts	124 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=125	Hotsuits - Wetsuits Heater	Hotsuits - Wetsuits Heaters           &gt;&gt;zeig dem Winter die kalte Schulter&lt;&lt;       Hotsuit verwandelt Deinen Neoprenanzug innerhalb von Sekunden in einen  beheizten, warmen Anzug  &ndash; perfekt f&uuml;r die kalte Jahreszeit. Jeder Wassersportler kennt das Problem zur kalten Jahreszeit, der K&ouml;rper k&uuml;hlt durch das kalte Wasser und den Windchill sehr schnell aus und der Sportler wird dadurch kraftlos und friert.      Hotsuit bietet nun Abhilfe - der ultimative Freund in der kalten Jahreszeit      Einfach den Hotsuit Nierengurt mit dem Heatpack anlegen, Neoprenanzug anziehen und bei Bedarf den Aktivierungsbutton dr&uuml;cken. Das Heatpack wird aktiviert und erhitzt sich auf ca. 55&deg;C. Dadurch erw&auml;rmt sich der Hotsuit Nierengurt und gibt seine W&auml;rme f&uuml;r ca. 1 Std an den K&ouml;rper des Sportlers ab und w&auml;rmt somit den gesamten Kreislauf der Person.      Hotsuits - Die Vorteile im &Uuml;berblick        one size fits it all   verwandelt jeden herk&ouml;mmlichen Neoprenanzug in einen beheizten Anzug   unterst&uuml;tzt effektiv den R&uuml;cken   uneingeschr&auml;nkte Flexibilit&auml;t   einfache Aktivierung   komplett wiederverwendbar   nicht giftig - sicher&nbsp;   w&auml;rmt f&uuml;r ca. 1 Stunde   w&auml;rmt den K&ouml;rper und sch&uuml;tzt vor Ausk&uuml;hlung   ispo brand new finalist   surf expo &bdquo;launch&ldquo; Gewinn       Hotsuits - Lieferumfang      &bull; Hotsuits Neopren - Nierengurt   &bull; Hotsuit Heaterpack   &bull; Deutsche Bedienungsanleitung  &bull; Handliche Tasche zur Aufbewahrung	2008-10-25	56.21	http://www.hillsurf.ch/images/hotsuits-lieferumfang.jpg	Accessoires, Wetsuits Heaters	125 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=126	HandiRack	HandiRack - der weltweit erste aufblasbare Dachgep&auml;cktr&auml;ger    Wer kennt es nicht, ob im Urlaub mit dem Mietwagen, beim Einkauf im M&ouml;belgesch&auml;ft oder in der Freizeit beim Sport. Sp&auml;testens wenn man keinen Platz f&uuml;r sein Gep&auml;ck oder Sportausr&uuml;stung mehr im Auto hat, kommt man auf die Idee, es auf das Autodach zu schnallen, aber wer hat schon immer einen sperrigen Dachgep&auml;cktr&auml;ger dabei?   &nbsp;    Der HandiRack bietet nun Abhilfe!    Egal f&uuml;r welches Auto**, ob auf Reisen oder nur f&uuml;r die Fahrt zum n&auml;chsten Baumarkt, der HandiRack ist in k&uuml;rzester Zeit auf Ihrem Auto v&ouml;llig ohne Werkzeug montiert und einsatzbereit. Kein Festschrauben, kein langwieriges Gefummel! Hinzu kommt, dass er eine max. Tragkraft von 80kg hat und dadurch viele der herk&ouml;mmlichen festen Dachgep&auml;cktr&auml;ger &uuml;bertrumpft*.   &nbsp;    Was ist HandiRack?    HandiRack ist der weltweit erste aufblasbare Dachgep&auml;cktr&auml;gerZusammengerollt und in seiner kleinen handlichen Tasche verpackt nimmt er nicht mehr Platz im Auto weg als eine herk&ouml;mmliche KFZ-Erste-Hilfetasche. In k&uuml;rzester Zeit und mit wenigen Handgriffen jedoch ist er fertig auf dem Autodach montiert und kann genutzt werden. Egal ob Surfboards, Kanus, Ski oder M&ouml;bel - alles wird sicher und fest transportiert*.   &nbsp;   Der HandiRack besteht aus einem patentierten dreischichtigen Nylongewebe, wodurch er hochflexibel, belastbar und nahezu unzerst&ouml;rbar ist. Urspr&uuml;nglich wurde er f&uuml;r den rauen Einsatz in den Weiten Australiens und Amerikas entwickelt und erf&uuml;llt ISO/DIS 11154-1E.   &nbsp;    Wie funktioniert der HandiRack?    Einfach den HandiRack auf dem Autodach ausrollen, die Spanngurte durch die ge&ouml;ffneten T&uuml;ren f&uuml;hren und festziehen.   &nbsp;   In wenigen Sekunden sind die Luftkammern mit der mitgelieferten Handpumpe bef&uuml;llt und der HandiRack einsatzbereit. Einfach, schnell und unkompliziert. Hinzukommt, dass der HandiRack auf jedes Auto** passt und jederzeit ohne Probleme und Werkzeug auf ein anderes Auto montiert werden kann, das spart nicht nur Geld, sondern auch Zeit.   &nbsp;    Passt es auf mein Auto?    Egal ob Kombi, SUV oder Coupe - der HandiRack kann auf allen Autos problemlos und ohne gro&szlig;en Aufwand montiert werden und auch wieder in Sekundenschnelle demontiert werden. Es muss nichts geschraubt werden und das Auto muss auch keine Dachreling besitzen. Der HandiRack passt auf jedes f&uuml;nft&uuml;rige Auto sowie dreitt&uuml;rige Auto, bei dem die hinteren Scheiben zur Montage heruntergelassen oder ausgestellt werden k&ouml;nnen.   &nbsp;    HandiRack Vorteile im &Uuml;berblick:      Kosteneffektiv und flexibel &ndash; durch seine Flexibilit&auml;t kann er jederzeit mit wenigen Handgriffen auf jedem beliebigen Auto**, ob mit Dachreling oder ohne, montiert werden. Das spart die Anschaffung von verschiedenen Dachtr&auml;gersystemen   Bequem und praktisch &ndash; ganz ohne den Einsatz von Werkzeug ist er innerhalb von nur wenigen Minuten und Handgriffen einsatzbereit.   Hohe Tragf&auml;hig- und Haltbarkeit &ndash; durch den Einsatz seines patentierten dreischichtigen Nylongewebes kann er ohne Probleme bis zu 80kg an Last tragen*. Dies entspricht oftmals mehr als bei herk&ouml;mmlichen Dachtr&auml;gersystemen.   Kompakt und handlich &ndash; egal ob er im Auto oder auf Reisen mitgef&uuml;hrt wird, durch seine Kompaktheit nimmt er stets nur wenig Platz in Anspruch.     *Bitte zul&auml;ssige Dachlast ihres Pkws beachten   **Gilt f&uuml;r jeden f&uuml;nft&uuml;rigen Pkw oder dreit&uuml;rigen Pkw mit versenkbaren/austellbaren Scheiben hinten   &nbsp;    Lieferumfang:   &nbsp;   &bull; HandiRack Grundtr&auml;gersystem  &bull; Mehrkammer Handpumpe zum schnellen Bef&uuml;llen der Luftkammern  &bull; 2 Spanngurte zum Befestigen des Gep&auml;cks  &bull; Deutsche Bedienungsanleitung  &bull; Handliche Tasche zur Aufbewahrung     &nbsp;  &nbsp;	2008-10-25	74.34	http://www.hillsurf.ch/images/handirack13freigestelltklein.jpg	Accessoires, Aufblasbare Dachträger	126 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=127	Soulrider Shirt "My Sport" Farbe deep navy	Soulrider&nbsp;Shirt&nbsp;&quot;&nbsp;My&nbsp;Sport&nbsp;&quot;&nbsp;    Farbe deep navy      Herrenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom  &nbsp; Valueweight,&nbsp;bedruckt&nbsp;in&nbsp;der&nbsp;Front&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;My&nbsp;Sport&quot;&nbsp;und&nbsp;auf dem&nbsp;R&uuml;cken&nbsp;an&nbsp;der&nbsp;Naht&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;soulrider&quot;&nbsp;in&nbsp;weiss&quot;       Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen .	2008-10-25	20.55	http://www.hillsurf.ch/images/MYSPORT-BLUE.jpg	Surf Fashion, Soulrider T-Shirts	127 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=128	Soulrider Shirt "I am a soulrider" Farbe graphit	Soulrider&nbsp;Shirt&nbsp;&quot; I am a soulrider &nbsp;&quot;  Farbe&nbsp;   graphit     Herrenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom&nbsp; Valueweight,&nbsp;bedruckt&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;I&nbsp;am&nbsp;a&nbsp;soulrider&quot;&nbsp;auf&nbsp;der&nbsp;Front und&nbsp;auf&nbsp;dem&nbsp;R&uuml;cken&nbsp;an&nbsp;der&nbsp;Naht&nbsp;in&nbsp;weiss&nbsp;&quot;Soulrider&quot;       Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen .	2008-10-25	20.55	http://www.hillsurf.ch/images/IAMASR-ANTRAZIT.jpg	Surf Fashion, Soulrider T-Shirts	128 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=129	Soulrider Shirt "Kill for Surf" Farbe rot	Soulrider&nbsp;Shirt&nbsp;&quot; Kill for Surf &quot; Farbe rot      Herrenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom&nbsp; Valueweight,&nbsp;bedruckt&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;in&nbsp;weiss/schwarz&nbsp;&quot;Kill&nbsp;for&nbsp;Surf&quot; und&nbsp;auf&nbsp;dem&nbsp;R&uuml;cken&nbsp;in&nbsp;weiss/schwarz&nbsp;an&nbsp;der&nbsp;Naht&nbsp;&quot;Soulrider&quot;   Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen . &nbsp;	2008-10-25	17.53	http://www.hillsurf.ch/images/KILL_FOR_SURF-RED.jpg	Surf Fashion, Soulrider T-Shirts	129 
Soulrider		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=130	Soulrider Lady Shirt: Hibiskus - Farbe oliv	Soulrider&nbsp;Shirt&nbsp;&quot;&nbsp;Hibiskus&nbsp;&quot;&nbsp; Farbe oliv      Damenshirt&nbsp;Modell&nbsp;Fruit&nbsp;of&nbsp;the&nbsp;Loom Lady&nbsp;fit&nbsp;Crew&nbsp;Neck&nbsp;T,&nbsp;bedruckt&nbsp;in&nbsp;weiss&nbsp;mit&nbsp;dem&nbsp;Motiv&nbsp;&quot;Hibiskus&quot;&nbsp;und auf&nbsp;dem&nbsp;R&uuml;cken&nbsp;&quot;Soulrider&quot;   Die&nbsp; Farbe kann &nbsp;herstellerbedingt von der Abbildung&nbsp; abweichen .   Gr&ouml;sse  S  nicht vorhanden, da sie sehr klein geschnitten sind. &nbsp;	2008-10-25	17.53	http://www.hillsurf.ch/images/HIBISKUS-OLIV.jpg	Surf Fashion, Soulrider T-Shirts	130 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=131	Men Tshirt Skulls	Men Tshirt Skulls	2008-10-25	29.62	http://www.hillsurf.ch/images/MENS-SHIRT-SKULLS-OFF-WHITE.jpg	Surf Fashion, Wavesick, Wavesick Men	131 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=132	Men Tshirt Toilet	Men Tshirt Toilet	2008-10-25	29.62	http://www.hillsurf.ch/images/MENS-SHIRT-TOILET-GREY-HEATHER.jpg	Surf Fashion, Wavesick, Wavesick Men	132 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=133	Men Tshirt Killur	Men Tshirt Killur	2008-10-25	29.62	http://www.hillsurf.ch/images/MENS-SHIRT-KILLUR-BROWN.jpg	Surf Fashion, Wavesick, Wavesick Men	133 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=134	Men Doubleshirt Layers	Men Doubleshirt Layers	2008-10-25	59.84	http://www.hillsurf.ch/images/MENS-LONGSLEEVE-LAYERS.jpg	Surf Fashion, Wavesick, Wavesick Men	134 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=135	Men Tanktop Cracks	Men Tanktop Cracks	2008-10-25	27.20	http://www.hillsurf.ch/images/MENS-TANKTOP-CRACKS-BLACK.jpg	Surf Fashion, Wavesick, Wavesick Men	135 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=136	Men Polo Waves	Men Polo Waves	2008-10-25	41.70	http://www.hillsurf.ch/images/MENS-POLO-WAVES.jpg	Surf Fashion, Wavesick, Wavesick Men	136 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=137	Men Ziphoodie Arrows	Men Ziphoodie Arrows	2008-10-25	77.97	http://www.hillsurf.ch/images/MENS-ZIPHOODIE-ARROWS-BLACK.jpg	Surf Fashion, Wavesick, Wavesick Men	137 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=138	Men Hoodie Punk	Men Hoodie Punk	2008-10-25	65.88	http://www.hillsurf.ch/images/MENS-HOODIE-PUNK-BROWN-FRONT.jpg	Surf Fashion, Wavesick, Wavesick Men	138 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=139	Men Windjacket Directions	Men Windjacket Directions	2008-10-25	90.06	http://www.hillsurf.ch/images/MENS-WINDJACKET-DIRECTIONS.jpg	Surf Fashion, Wavesick, Wavesick Men	139 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=140	Men Walkshort Walker	Men Walkshort Walker	2008-10-25	65.88	http://www.hillsurf.ch/images/MENS-SHORT-WALKER-BLACK-FRONT.jpg	Surf Fashion, Wavesick, Wavesick Men	140 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=141	Men Walkshort Sickhead	Men Walkshort Sickhead	2008-10-25	59.84	http://www.hillsurf.ch/images/MENS-SHORT-SICKHEADS-BACK.jpg	Surf Fashion, Wavesick, Wavesick Men	141 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=142	Men Boardshort Diamonds	Men Boardshort Diamonds	2008-10-25	59.84	http://www.hillsurf.ch/images/MENS-BOARDSHORT-DIAMOND-BLACK-FRONT.jpg	Surf Fashion, Wavesick, Wavesick Men	142 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=143	Women Tshirt Pearls	Women Tshirt Pearls	2008-10-25	29.62	http://www.hillsurf.ch/images/WOMENS-SHIRT-PERALS-BLACK.jpg	Surf Fashion, Wavesick, Wavesick Woman	143 
		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=144	Women Tshirt Shelle	Women Tshirt Shelle	2008-10-25	29.62	http://www.hillsurf.ch/images/WOMENS-TOP-SHELLE.jpg	Surf Fashion, Wavesick, Wavesick Woman	144 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=145	Women Neckholder Hearts	Women Neckholder Hearts	2008-10-25	29.62	http://www.hillsurf.ch/images/WOMENS-NECKHOLDER-HEARTS.jpg	Surf Fashion, Wavesick, Wavesick Woman	145 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=146	Women Hoodie Panther	Women Hoodie Panther	2008-10-25	65.88	http://www.hillsurf.ch/images/WOMENS-HOODIE-PANTHER-BLUE.jpg	Surf Fashion, Wavesick, Wavesick Woman	146 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=147	Women Dress Nurse	Women Dress Nurse	2008-10-25	41.70	http://www.hillsurf.ch/images/WOMENS-DRESS-NURSE.jpg	Surf Fashion, Wavesick, Wavesick Woman	147 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=148	Women Short Safari	Women Short Safari	2008-10-25	65.88	http://www.hillsurf.ch/images/WOMENS-SHORT-SAFARI-BLACK.jpg	Surf Fashion, Wavesick, Wavesick Woman	148 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=149	Women Bag Dragster	Women Bag Dragster	2008-10-25	33.24	http://www.hillsurf.ch/images/WOMANS-BAG-DRAGSTER.jpg	Surf Fashion, Wavesick, Wavesick Woman	149 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=150	Uni Wavewatcher Belt	Uni Wavewatcher Belt	2008-10-25	27.20	http://www.hillsurf.ch/images/BELT-WAVEWATCHER-BLACK.jpg	Surf Fashion, Wavesick, Accessoires	150 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=151	Truckercap Trash	Truckercap Trash	2008-10-25	23.57	http://www.hillsurf.ch/images/TRUCKERHAT-TRASH.jpg	Surf Fashion, Wavesick, Accessoires	151 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=152	Truckercap Stripes	Truckercap Stripes	2008-10-25	23.57	http://www.hillsurf.ch/images/TRUCKERHAT-STRIPES-.jpg	Surf Fashion, Wavesick, Accessoires	152 
Wavesick		http://www.hillsurf.ch/product_info.php?currency=EUR&products_id=153	Stubbie Big Fame Fishing	Stubbie Big Fame Fishing	2008-10-25	9.07	http://www.hillsurf.ch/images/STUBBIEHOLDER-BIG-FAME-FISHING-BLUE.jpg	Surf Fashion, Wavesick, Accessoires	153 
